id,name,url,phone,email,description,logo_url,vendor_page_url,geographic_coverage,founded,company_size,company_type,industry_focus,specializations,social_links,contractor_rating,client_reviews,equipment_requirements,training_provided,payment_frequency,assignment_process,job_volume,onboarding_process,required_technology,equipment_provision,bbb_status,industry_recognition,recruiter_contact,qualifications,pay_range,compensation_structure,created_at,updated_at,categories,pay_max,pay_min,pay_type,rating,services,source,is_published,slug,starter_featured,starter_rank,brand_primary,brand_secondary,latitude,longitude,address,vendor_verified,address_source,address_confidence
0c011a99-ce3b-4027-ac39-3a2c352320b0,Street Delivery,https://www.streetdelivery.com/,(978) 388-7707,customerservice@streetdelivery.com,"StreetDelivery provides next-business-day access to detailed vehicle impact photos, liability data, intersection imagery, and risk assessments for P&C insurance claims via an extensive online database and field team.}",https://www.streetdelivery.com/images/logo.png,https://www.streetdelivery.com/contact,Nationwide,,,Private,"Insurance Claims Services, Field Intelligence","Vehicle Impact Services, Loss Location Data, Liability Assessments","[""https://www.linkedin.com/company/streetdelivery-com"",""https://x.com/streetdelivery1"",""https://www.facebook.com/mystreetdelivery/"",""https://www.instagram.com/streetdelivery/?hl=en""]",3.2,,"Camera, HD video capture tools",Yes,Net 30 days,Customer service request and member login workflows,Variable,Contact or member registration,Proprietary database & imaging platform,Contractor supplied,[BBB profile not readily found],[Appears to be a provider of specialized field representative services],https://www.streetdelivery.com/,Background check clearance,$25-$25/inspection,,2025-12-11 20:47:00.522071+00,2026-01-11 19:32:18.775889+00,"[""Insurance Field Services, Liability & Vehicle Loss Data""]",24.7,25,/inspection,3.2,,,true,street-delivery,,,,,42.812315,-70.872532,"44 Merrimac St, Newburyport, MA 01950",true,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",
0c37d2df-ecac-4ec7-ba3c-6ca322077b53,Allstate Appraisal,https://www.allstateappraisal.net/,(800) 289-6337,appraisers@allstateappraisal.com,,https://allstate.appraisalscope.com/media/subs/09e9b9ab45cc15c37f08d7aa15f66771.png,https://allstate.appraisalscope.com/signin/?tab=appraiser_sign_up,National,1959,Medium,Private,Real Estate AppraisalMortgage LendingLegalGovernment,One of the oldest national AMCsspecializes in complex assignments,"[""https://www.linkedin.com/company/allstate-appraisal-l.p./""""https://www.facebook.com/AllstateAppraisal/""]",4,,Computer with internet accessAppraisal software,TRUE,Bi-weekly,Assignments offered via Allstate Appraisal's online vendor portal.,Variable,Online application via 'Join Our Panel'.,Proprietary web-based vendor portal,Contractor-supplied,A+,Long-established national Appraisal Management Company,https://www.allstateappraisal.com/join-our-panel,State Appraiser License/CertificationE&O Insurance,,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Appraisal Services""]",50,30,/inspection,4,Appraisal Services,,false,allstate-appraisal,,,,,41.521623,-87.656232,"320 W. 202nd Street, Chicago Heights, IL 60411",true,Cook,
0d51036c-a418-43d5-860d-9ef64522b79e,Wetherill Engineering,https://wetherilleng.com,,,"Wetherill Engineering appears to be an engineering consulting and forensic services firm specializing in fire/explosion investigations and failure analysis. Without a definitive corporate website or vendor portal under this exact name, public enrichment cannot be verified.",,,Unknown,,,Private,Engineering & Forensic Services,,,,,,,,,,,,,,,,,,,2025-12-11 20:47:00.522071+00,2026-01-11 19:32:18.775889+00,"[""Engineering Consulting, Fire & Explosion Investigation""]",,,,,,,true,wetherill-engineering,,,,,35.76347,-78.726114,"1223 Jones Franklin Road, Raleigh, NC 27606",false,Wake,
0d8d3adf-7639-4ca0-a31c-896deef38ea2,WC Field Service,https://wcfieldservice.com,,,"WC Field Service appears in field services directories as a provider of mortgage field inspections and related services, but no verified corporate website, vendor portal, or headquarters could be confirmed under this exact name at this time.",,,Unknown,,,Private,Mortgage Field Services,,,,,,,,,,,,,,,,,,,,2026-01-11 19:32:18.775889+00,"[""Mortgage Field Services, Property Inspections""]",,,,,,,true,wc-field-service,,,,,44.099169,-123.468389,Address Not Verified,false,TIGER/Line® dataset from the US Census Bureau,
0db19142-836f-4b25-a9db-1bfb1b63e09b,Pivot Workforce,https://www.pivotworkforce.com/,,,"Staffing and workforce solutions company providing skilled and semi-skilled labor for construction, logistics, field services, and industrial operations.",,https://www.pivotworkforce.com/careers/,Regional,,51–200,Private,"Staffing, Workforce Solutions","Skilled Labor Staffing, Field Workforce Deployment","{""linkedin"": ""https://www.linkedin.com/company/pivot-workforce""}",,,Role dependent,Yes,,Job placement through staffing coordinators,Moderate to High,"Application, screening, onboarding",,Role dependent,,Regional workforce solutions provider,Recruiting team via careers portal,Trade or labor experience preferred,,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Staffing, Workforce Management, Field Labor""]",,,,,,,true,pivot-workforce,,,,,32.931945,-96.840383,"4100 Alpha Rd, Suite 200, Dallas, TX 75244",true,Dallas,
0e563182-4231-46ed-87c1-0e23d455003d,Williams Field Services,https://williamsfieldservices.com/,(843) 305-7838,kimwilliams@williamsfieldservices.com,Williams Field Services provides mortgage field service work including property inspections and reporting for lenders and servicers. [williamsfieldservices.com](https://williamsfieldservices.com/?utm_source=chatgpt.com),https://img1.wsimg.com/isteam/ip/89fcdf8f-1f70-4e30-a008-283239d21883/Logo1.jpg/:/rs=h:200,https://williamsfieldservices.com/contact,Nationwide,,11–50,Private,Mortgage Field Services,"Property Condition Reports, Occupancy Verifications",,3,,"Smartphone, camera, transportation",TRUE,Per task upon completion / Commissions,Direct contact/vendor onboarding,Variable,Vendor registration/contact,Web-based reporting,Contractor supplied,Not available,Regionally focused property inspection company,https://williamsfieldservices.com/independent-contractors-1,No specific certifications generally required,$30-$75/inspection,,2025-12-11 20:47:00.522071+00,2026-01-11 19:32:18.775889+00,"[""Mortgage Field Services, Property Inspections""]",75,30,/inspection,3,,,true,williams-field-services,,,,,36.058769,-95.861171,"10300 E 71st St, Suite 110, Tulsa, OK 74133",true,Tulsa,
0e655cc2-215d-4f11-96cf-2f574eedc30e,Absolute Lending Logistics,https://absolutell.com/,(855) 240-9002,info@absolutell.com,,https://absolutell.com/wp-content/uploads/2023/06/absolute-logo.png,https://absolutell.com/staff-appraisers/#join-us,National,2015,,Private,Real EstateMortgage Lending,Focus on lender services and appraisal management technology,"[""https://www.linkedin.com/company/absolute-lending-logistics""""https://www.facebook.com/absolutelendinglogistics/""]",2.5,,Computer with internet accessAppraisal softwareDigital cameraMeasuring toolsReliable transportation,FALSE,Typically Net 15-30 days,Appraisers receive assignment offers through Absolute's online platform.,,Online application formSubmission of required documents.,Online appraisal management platform,Contractor-supplied,NR,,https://absolutell.com/become-an-appraiser/,State-licensed or certified appraiserE&O InsuranceBackground check,,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Property Inspection"",""Appraisal Services"",""Asset Verification""]",600,300,/appraisal (estimated range),2.5,Appraisal ServicesInspections,,false,absolute-lending-logistics,,,,,39.62181,-86.175319,"P.O. Box 249, Greenwood, IN 46142",true,TIGER/Line® dataset from the US Census Bureau,
0ec230cb-50ca-46f2-8b21-a1f8effa2f1e,Valutrust Solutions,https://valutrust.com/,(877) 587-8388,appraisers@valutrustsolutions.com,"Valutrust Solutions provides valuation, appraisal support, and field service inspection solutions to lenders, servicers and real estate professionals across the United States.",https://wfgtitle.com/wp-content/uploads/2019/11/Lets-Do-This.png,https://valutrust.com/careers/,Nationwide,,51–200,Private,"Mortgage Field Services, Valuations","Appraisal Support, Property Inspections","{""linkedin"": ""https://www.linkedin.com/company/valutrust-solutions""}",3,,Mobile inspection tools,Yes,Net 30-45 days,Internal field dispatch systems,Moderate to High,Careers application and onboarding,Field reporting platforms,Contractor supplied,A+,Appraisal Management Company arm of WFG National Title Insurance Company,https://valutrust.com/appraisers/,Inspection/valuation experience preferred,$275-$425/inspection,,2025-12-11 20:47:00.522071+00,2026-01-11 19:32:18.775889+00,"[""Valuation & Inspection Services, Mortgage Field Services""]",425,275,/inspection,3,,,true,valutrust-solutions,,,,,38.931093,-94.670713,"7300 W 110th Street, Suite 960, Overland Park, KS 66210",true,City of Olathe,
0f2cc0ad-9182-4490-9112-bd0f8f853455,Landgorilla,https://landgorilla.com,(855) 887-3800,inspectors@landgorilla.com,,https://landgorilla.com/wp-content/uploads/Land-Gorilla-H-Dark-Blue-no-paddings.svg,https://landgorilla.com/construction-progress-inspector/,National,2013,Small,Private company,Construction,Technology company providing a platform for construction loan management,"[""https://www.linkedin.com/company/land-gorilla/""""https://x.com/landgorilla""""https://www.facebook.com/LandGorilla/""]",3.7,,Reliable transportationsmartphone/tablet with camerainternet accessmeasuring toolshard hat/safety vest,TRUE,Typically Net 15-30 days,Assignments are dispatched through Landgorilla's Construct platform.,Variable,Online application via Construction Progress Inspector page.,Proprietary web-based and mobile platform (Construct),Contractor-supplied,,Technology company providing a construction loan management platform,https://landgorilla.com/construction-progress-inspector/,Verifiable experience in construction inspections is key,,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Insurance Inspection"",""Property Inspection"",""Risk Assessment""]",75,45,/draw,3.7,InspectionsInsurance Inspection,,false,landgorilla,,,,,35.28027,-120.661137,"1150 Mar Vista Dr, San Luis Obispo, CA 93401",true,TIGER/Line® from the US Census Bureau,
10e001bb-4674-45ec-a9b0-f4b6283c4429,NMFS (National Mortgage Field Services),https://nmfs.com,,,"National Mortgage Field Services (NMFS) provides property inspections, preservation, and REO services for mortgage servicers, lenders, and asset managers.",,https://nmfs.com/vendors/,Nationwide,1990,201–500,Private,"Mortgage Servicing, Property Preservation","Occupancy Inspections, Property Condition Reports, Preservation Services, REO","{""linkedin"": ""https://www.linkedin.com/company/national-mortgage-field-services""}",,,"Smartphone, camera, transportation",Yes,,Work orders issued through NMFS vendor management system,High,"Vendor registration, compliance review, system training",NMFS vendor portal,Contractor supplied,,Major U.S. mortgage field services provider,Vendor management team via portal,Field inspection or preservation experience preferred,,,2025-12-12 05:37:47.376203+00,2026-01-11 19:32:18.775889+00,"[""Mortgage Field Services, Property Inspections, Property Preservation""]",,,,,,,true,nmfs-national-mortgage-field-services,,,,,33.254191,-96.78524,"P.O. Box 88, Prosper, TX 75078",,TIGER/Line® dataset from the US Census Bureau,
120c8702-d81a-4e93-9690-76fd7a6dca7e,Globespec,https://www.globespec.com,(800) 231-1301,reports@globespec.com,"GlobeSpec is a national home inspection firm providing the highest quality service to the relocation industry. GlobeSpec is one of the most respected names in the industryvalued by our clients as an integral partner in their quest for 100% client service satisfaction.

With more than 30 years of experience in the inspection business we have become an integral part of the service that our clients provide.",https://www.globespec.com/images/logo.jpg,https://www.globespec.com/inspectors/,Regional,1998,Medium,Private,Residential,Provides comprehensive home inspection services and ancillary environmental testing for residential properties.,,3.3,,LadderFlashlightMoisture meterIR cameraRadon monitorsMold sampling equipmentReliable transportationSmartphone/tabletComputer with internet accessHome inspection reporting software,TRUE,Monthly,Clients book through Globespecwho then schedules/assigns to available and qualified inspectors in the area.,Variable,Inquiry via Inspectors page (Join Our Team)resume submissioncopies of licenses/certificationsproof of insuranceinterviewand sample report review.,uses a common home inspection scheduling and reporting software platform,Contractor-supplied,No BBB profile readily found,Long-standing local provider in the Denver market.,Use Inspectors page to inquire: https://www.globespec.com/inspectors/,State-issued Home Inspector License (where required)Radon Measurement Professional certification (e.g.NRPP/NRSB)Mold Assessor/Tester certificationErrors & Omissions (E&O) insuranceGeneral Liability insurance,,,2025-11-10 19:19:18.896292+00,2026-01-11 19:32:18.775889+00,"[""Insurance Inspection"",""Property Inspection"",""Risk Management""]",50,10,/assignment,3.3,InspectionsInsurance Inspection,,true,globespec,,,,,42.722531,-73.800878,"187 Wolf Road, Suite 300, Albany, NY 12205",true,"NYS GIS Program Office, State Geographic Information Officer (GIO)",
